sellerid_2,seller_id,seller_zip_code_prefix,seller_city,seller_state
S2638,95b293867b5862941c9cd74f756a3c68,8223,sao paulo,SP
S2897,e62b2d6ac10570a035a30bafcf01d263,5767,sao paulo,SP
S1141,f63d8f293af3a6454377546bd9dd19ff,18110,votorantim,SP
S1271,7a425d299613df3e613bcf9d2eaf5c49,22790,rio de janeiro,RJ
S2859,6bb0724edf0b62fb91ac404873a97241,6700,cotia,SP
S1242,112453736dbe3889cfb74e1aaa0ba0c1,3520,sao paulo,SP
S0820,f593898ec748b7a8cb81fc04edafd98a,13920,pedreira,SP
S2312,96f7c797de9ca20efbe14545bed63eec,14140,cravinhos,SP
S2128,77530e9772f57a62c906e1c21538ab82,80310,curitiba,PR
S1319,297d5eccd19fa9a83b2630071ff105e4,80710,curitiba,PR
S1806,191d55f7edb8524d525ed01b20fe32e8,73020,brasilia,DF
S2557,ff69aa92bb6b1bf9b8b7a51c2ed9cf8b,8140,sao paulo,SP
S0473,5733d806668f8712c24b9abaefbfa642,89803,chapeco,SP
S1094,65b081a070633e057c462abdd6fb9dd8,75650,morrinhos,GO
S1171,edf96ef93ed595084bbcbd9224bd2894,1545,sao paulo,SP
S2773,6a8b085f816a1f75f92dbac6eb545f8f,14709,bebedouro,SP
S1330,f3295428338a40977a03f555246a70f4,29032,vitoria,ES
S2620,75fbb52eda0cbc24f479d3b2fbfa8d3e,74560,goiania,GO
S3068,e5d4b2b0c3bca22085f7a19a28de0c42,89201,joinville,SC
S0120,6187a137b2af59dfdbad8d9f8c373c14,6268,osasco,SP
S1369,062ce95fa2ad4dfaedfc79260130565f,95913,lajeado,RS
S2597,c200c73f9d7e5a08ca439d6a0803da7c,83507,almirante tamandare,PR
S2632,2ee0a0689f2f6a72f35a7cb6033f6e7e,19025,presidente prudente,SP
S1273,a08692680c77d30a0b4280da5df01c5a,4719,sao paulo,SP
S0471,dd533b429f380718b70ad9922c294bae,14781,barretos,SP
S0912,582d4f8675b945722eda7c0cb61ba4c7,11250,bertioga,SP
S0907,74636e24f01da9268b0ed88dacd8513e,2941,sao paulo,SP
S1992,09bad886111255c5b5030314fc7f1a4a,1022,sao paulo,SP
S1132,94144541854e298c2d976cb893b81343,94451,viamao,RS
S1492,bf84056e679dbe9c69929847a40e338f,2537,sao paulo,SP
S2535,21c62b998a043ebe31161d38f84929fc,60110,fortaleza,CE
S2280,02d35243ea2e497335cd0f076b45675d,59077,natal,RN
S1573,1c129092bf23f28a5930387c980c0dfc,2972,sao paulo,SP
S0850,a1040efe9ff4a6f93c28b0499eada8f5,13210,jundiai,SP
S2819,2d9e8987a2ea5cf88dce330249043ff1,15155,jaci,SP
S2636,fdf736c18c589ed030e058312203e1b2,37704,pocos de caldas,MG
S1866,e433f5fd4050e3352b5d83522b7fe24b,86702,arapongas,PR
S1719,b01c2b7b8599b325103ebcddc67413e1,95800,venancio aires,RS
S0650,bb5d956dece964a06c12bceb66b923ae,20930,rio de janeiro,RJ
S1222,3afc536624bc2e65bddfb5db33cc01f3,30150,belo horizonte,MG
S2889,8090490573c6c0aa343a7231ebcb8c86,4130,sao paulo - sp,SP
S1637,26d6bbee02420494d471c9f6436929c0,81530,curitiba,PR
S0975,602044f2c16190c2c6e45eb35c2e21cb,14940,ibitinga,SP
S0955,b347677812ea483b0f528eaf8cbc09b7,82540,curitiba,PR
S2155,d94ba08b99bedd6a5f6c875ecc4a6fac,86800,apucarana,PR
S2725,880ce4951cf857ab1d9e0b75c1d856f4,31255,belo horizont,MG
S1349,b499c00f28f4b7069ff6550af8c1348a,13481,limeira,SP
S1354,7a2d2949aea47fab95fd98d6c9f618b1,81350,curitiba,PR
S0470,fad44952713764836814be105382aee5,21340,rio de janeiro,RJ
S2369,f1ed6bd0a9b11b581f16c851c6a5a527,90240,porto alegre,RS
S0140,624f4ece8da4aafb77699233d480f8ef,5138,sao paulo,SP
S0795,95e03ca3d4146e4011985981aeb959b9,21210,rio de janeiro,RJ
S1829,1771297ac436903d1dd6b0e9279aa505,7025,guarulhos,SP
S3000,1d503743d2526f03f0c2c89540ee008c,1035,sao paulo,SP
S2075,fc5a0d7a310a7a41abf86a458585ff2b,3655,sao paulo,SP
S1417,e1bed63d68ac36fe1f3061befe196af5,13848,mogi guacu,SP
S2255,73da1880b39c71de2b262bc7720c1494,13560,sao carlos,SP
S2811,df560393f3a51e74553ab94004ba5c87,87900,loanda,PR
S1089,253f95b3a0e6983ae18aed49fbc2b845,4141,sao paulo,SP
S0056,834f3294fba9f932f56edc879193f925,14808,araraquara,SP
S2981,6c177e38df6d3f34182b1f1d427231bf,80430,curitiba,PR
S1193,08d0949a9a17c027262db1f3c450c26c,85804,cascavel,PR
S1385,11fb6f6d341adbe19e81733701704635,4133,sao paulo,SP
S1551,04843805947f0fc584fc1969b6e50fe7,93900,ivoti,RS
S2531,e3b4998c7a498169dc7bce44e6bb6277,3635,sao paulo,SP
S2385,a37c340b91cb0169e8b029db6440fba2,4424,sao paulo,SP
S0492,e628d4a53c109f09ca88098338b3a3f5,30170,belo horizonte,MG
S2355,381c83fdca332ea6afd896da20bf6e4a,80010,curitiba,PR
S0528,6fd52c528dcb38be2eea044946b811f8,8180,sao paulo,SP
S1049,189ca3538ce9f920cacf0f982cbe223b,3589,sao paulo,SP
S1315,20cb7c2fde3e5bf10f0bbe7394e1c6a9,86385,andira-pr,PR
S1768,7e79d65b5c6f1f544b7daea036acf720,9572,sao caetano do sul,SP
S2340,fd435faa3c0422b60440ea3480d0e77c,58073,joao pessoa,PB
S1959,6bef34c5be6f2bbd70aa5165f6df94b1,89120,timbo,SC
S2466,ae9690c6e8fee182c28c9ff8e11ca52c,4361,sao paulo,SP
S1678,f7720c4fa8e3aba4546301ab80ea1f1b,81350,curitiba,PR
S2950,5bba18b40e8c973b0f32e748004775b0,15840,itajobi,SP
S0821,7b7f91e98f8c6def45a1407923304402,6154,osasco,SP
S0157,4c2b230173bb36f9b240f2b8ac11786e,3933,sao paulo,SP
S2735,a23266650e7c84bb93fbbba502137478,90220,porto alegre,RS
S2593,d2df77822373f19934e87694d8640767,86706,arapongas,PR
S2179,8fbd63429be6d3e5e6d1a709b6464802,9130,santo andre,SP
S2825,ac6417315ae5da8f9a38ee11de6f7780,7400,aruja,SP
S1200,81336a0f57a33776419727a300249e90,13560,sao carlos,SP
S0025,02f623a8eb246f3c5f7c2f96462654e6,18611,botucatu,SP
S0095,56db5c0782e8f7ddc9343f9576ff6d16,88132,palhoca,SC
S0861,29fe9f200d3fa0c668d2aa1ec7e08dfb,88330,balneario camboriu,SC
S2203,271b8923c6a549e02d3c9fd1f8c0422b,11704,praia grande,SP
S0332,4e06067cc08b3f41d837768d392c3ee3,32604,betim,MG
S1462,ec933281fb017b5020d06df29c3f77e8,3820,sao paulo,SP
S2930,49e7217cfe4e427191c378ec626d8737,35570,formiga,MG
S1758,34f563c82a85b99ae9e6d60db5fc2e28,93700,campo bom,RS
S2162,4ddeb3e828550cddc8d45c8bc36ab2d1,1131,sao paulo,SP
S0628,90d4125885ab6c86e8820a722be71974,6780,taboao da serra,SP
S0737,3a734b715d333a2588a3d54a0c9b8746,6132,osasco,SP
S0599,f5b84683a9bf9e1df748cf40f601b39c,1127,sao paulo,SP
S0950,392e0502231ae2f8b29994ef6398cd77,18760,cerqueira cesar,SP
S2979,5d0363b33554b373851fc1622e4d5f3c,12952,atibaia,SP
S2892,6e85dc5ecd97a61094b89b046a509d8e,15845,marapoama,SP
S1786,417a1e6c7321084d2a0ae0d023cfad93,95885,imigrante,RS
S1095,013900e863eace745d3ec7614cab5b1a,80740,curitiba,PR
S1068,c157bdeedcbc9a8e3c8bf0d87ff24428,18120,mairinque,SP
S2701,fa3a0b5aabb344b9a92e3524b0202123,83020,sao jose dos pinhais,SP
S1199,88cf19ec1fc2c58f161aee259d57142c,13570,sao carlos,SP
S2805,c13ef0cfbe42f190780f621ce81f2234,1207,sao paulo sp,SP
S0250,fc908879b9ca1bd65419e54e50432d38,4558,sao paulo,SP
S0234,c679fb69a36e1d8349e8c50a217b4d58,95020,caxias do sul,RS
S3011,17a053fcb14bd219540cbde0df490be0,13843,mogi guacu,SP
S0242,2d34636518ba88f5349b732fcf8ba2e4,1039,sao paulo,SP
S0258,d79e8478eed9999493990b44955fb22e,20081,rio de janeiro / rio de janeiro,RJ
S1599,458d868c9642f55f18f04e951a3fdde6,90670,porto alegre,RS
S2546,41b14765bd56c8ad10971074380f9c0c,9070,santo andre,SP
S0956,e439f7176d763f92de325271111b2fd5,89219,joinville,SC
S3056,7f2617c58d5d06806987308b45654351,4571,sao paulo,SP
S1191,cac63f48c38cd7d002a7e846dcd99a23,13170,sumare,SP
S3093,04ee0ec01589969663ba5967c0e0bdc0,95910,lajeado,RS
S1453,f00e21b1e91a79653163b7fd8f293ff1,37795,andradas,SP
S1706,9140ef75cc8211c4035935e80e567204,87015,maringa,PR
S2706,79a679c36c08d606b3fd47ead9de109b,2611,sao paulo,SP
S2474,cc5a78bbad32776dc4e3af205218368c,35501,divinopolis,MG
S1868,6eeed17989b0ae47c9f11ece6f38ea90,4123,sao paulo,SP
S2570,b5f0712d22a873b6797ab6cc65c3fcba,2316,sao paulo,SP
S2047,3f9c56764fabca627406093dcb3ef0b4,22745,rio de janeiro,RJ
S0360,efb628aa07c8ca93d7db0d85b91a4f5a,26230,nova iguacu,RJ
S2738,4e922959ae960d389249c378d1c939f5,12327,jacarei,SP
S0879,47648caee88ccfe951fbb27fbf7b4cbe,9931,diadema,SP
S1721,ca4b77513ac2040591b0d8fae6958380,9190,sando andre,SP
S0996,7957cac1a02f45d0a4a7e45626382ec2,80320,curitiba,PR
S2345,4cc4fd4fdd406a85bbdc1f824b731bd7,85906,toledo,PR
S1021,b8630e1121437d41cb08e3c749c2c2e2,25070,duque de caxias,RJ
S2020,cfe94489ddd337d1e29e12f2a7205d10,3178,sao paulo,SP
S0166,9cf787a239c1aa29dbd76f153dc13f9a,14403,franca,SP
S1544,2a50b7ee5aebecc6fd0ff9784a4747d6,72580,brasilia,DF
S1649,d297f1055de2956aedfd3b04113dce3e,13382,nova odessa,SP
S1639,2c3d56f92f360fb89d849b84e8f50eae,6420,barueri,SP
S1082,3442033154be05bac582e173ef54fd12,5413,sao paulo,SP
S0329,78744a20ee2f80ba64f6804c25def2b8,50751,recife,PE
S0872,c990d6cf976a5718aaedc539f383ab88,13145,paulinia,SP
S1771,94e93ce877be27a515118dbfd2c2be41,15502,votuporanga,SP
S0846,b566ab0ef88016e00422755e305103c6,37640,extrema,MG
S1205,d9cb0052a666de5308b32f32ad5f1b1c,15400,olimpia,SP
S1873,a89e143d5211473ae18db9577ee34b64,13486,limeira,SP
S0986,1f2eebc0e970fd3c463e4f5d9652687a,1311,sao paulo,SP
S1574,941554c5757b73ba0e50aa7732310afc,4142,sao paulo,SP
S2882,8581055ce74af1daba164fdbd55a40de,7112,guarulhos,SP
S2608,a9ae440659f48b7849df83e82734150b,9015,santo andre,SP
S2499,c963a25b8671419c6ce9eebe8fd03218,23943,angra dos reis rj,RJ
S2434,9485a23c0430ba1d58d359391606fce6,9015,santo andre,SP
S2287,0951a6e282947e09cd47969f4ed0b47f,6763,taboao da serra,SP
S0590,52f0fe436a347ddad7ed5f9aa4e27eaa,1129,sao paulo,SP
S3052,9c7fd21e0aa159b20da593371f08ff7c,6180,osasco,SP
S2448,c33847515fa6305ce6feb1e818569f13,88359,brusque,SC
S2392,8b8cfc8305aa441e4239358c9f6f2485,86020,londrina,PR
S1918,2c00c85d30361cd2ced2969cffbbffa3,31160,belo horizonte,MG
S1669,d4e4b5192cba4e0e66eb12a9d347239d,85904,toledo,PR
S1650,ade45994b717ccee333492330fbf037b,87505,umuarama,PR
S2160,bb5bd94c8f59cc050072d2930c869cac,5008,sao paulo,SP
S2133,b05b432bf68945d4d9783f9e3ca29ee8,16200,birigui,SP
S1108,2a7dc43cecabf23403078e2188437d1d,4142,sao paulo,SP
S1099,578fa3a9cb6b6dceab39231ad59cdaca,60025,fortaleza,CE
S1618,615c3462099ffa940d37b17dfda19594,24855,rio de janeiro,RJ
S0686,a3f0b55de503387383c7b1de3ad7f678,82400,curitiba,PR
S2169,6d7f8d9d594e28796b6b3205b00f459c,80050,curitiba,PR
S2334,7b7ed56ae755e2880f2b69632e839c1e,74230,goiania,GO
S1587,4fae87d32467e18eb46e4a76a0a0b9ce,99670,ronda alta,RS
S0558,ea566164622c6b439516ab18062c42cd,5303,sao  paulo,SP
S1496,821fb029fc6e495ca4f08a35d51e53a5,2030,sao paulo,SP
S0521,d6ab728cf30867cf3f1a2e216ae2f9b7,3185,sao paulo,SP
S1654,1a932caad4f9d804097d7f8e615baed1,2976,sao paulo,SP
S2540,173d56ffbd4c56cb80fc3615487d712b,11370,sao vicente,SP
S1792,2be17df1c49978426251562096c3cc09,88704,tubarao,SC
S1197,f7c31656c19db6275a8acadca289f426,14940,ibitinga,SP
S2483,6025c79c035c3d772133b8b8238463b2,83327,pinhais/pr,PR
S0392,c6381d2d013342748761e906d45aff76,93180,portao,RS
S0029,c500367424994318b9e779ff1ae9a330,13145,paulinia,SP
S2491,19e0f40a907ec568c34bfac15de4f4a1,13478,americana,SP
S1306,ecccfa2bb93b34a3bf033cc5d1dcdc69,81810,curitiba,PR
S2868,c66dccfb3f109511246da627dd5a2498,11900,registro,SP
S1814,d921b68bf747894be13a97ae52b0f386,35570,formiga,MG
S1664,929f342384a6607afe143d789ade1316,86065,londrina,PR
S2663,e256a62e0ac58c0edfba09966142d561,81320,curitiba,PR
S2467,b5b800c4065bebf4d3442311c9857344,3561,sao paulo,SP
S2082,c8417879a15366a17c30af34c798c332,4445,sao paulo,SP
S0717,8dfbc5ff27df12f6cef751d3b9554222,80220,curitiba,PR
S2186,e732329483fd5f27367dd997b47f598a,89030,blumenau,SC
S0719,989becdce12ebc39863c2bceab6f3ca1,81730,curitiba,PR
S1531,9f56a7a649097b166d8ed286ad86a15c,21041,rio de janeiro,RJ
S2619,c4d51195486dc781531876a7d00453d8,19023,presidente prudente,SP
S2019,98115075dd26cb8835946fc6086f5d30,9687,ao bernardo do campo,SP
S0868,2305ab43e846518f58dd9d59f3f54e96,8452,sao paulo,SP
S1743,2528513dd95219a6013d4d05176e391a,6060,osasco,SP
S0762,64c9a1db4e73e19aaafd3286dc448c96,82510,curitiba,PR
S1435,44ed138eca6214d572ce1d813fb0049b,92010,canoas,RS
S0666,ce4755084bc097113867e6454f8f5e52,14090,ribeirao preto,SP
S1397,3e51f9cbe317bc3a88f2c76583811ee4,8032,sao paulo,SP
S2834,204b4e07bddef3c9b317f70189135b22,37564,borda da mata,MG
S2845,921323538c9f1c4e816f2720eac02bea,1319,sao paulo,SP
S0388,1464afc72f696af775557a821c2e253f,28630,nova friburgo,RJ
S2699,77a515caa36327151d1cc6c32a9f00e1,9912,diadema,SP
S1905,32fdd5d44ecb43dfd6a24b9369eca144,35557,carmo do cajuru,MG
S1846,4b0fdb526525f9890eb145bf1534640e,14940,ibitinga,SP
S1663,1cd9e0cc1839d55516843def5600816d,3951,sao paulo,SP
S1508,7fc87cc3e89b3d1d5cabdca32f8485aa,7123,guarulhos,SP
S1335,0c7f30ae9b147eca07affbef92832a6a,84020,ponta grossa,PR
S2189,e09887ca8c7bf8a4621ce481820414ef,8431,sao paulo,SP
S1801,318f287a62ab7ac10b703ac37435a231,4773,sao paulo,SP
S2493,52bb00821bcdd358a5a5a27e1f6be5a1,6268,osasco,SP
S0722,acb6c2ca5c82411c1fdb88d5fd5eb95e,3423,sao paulo,SP
S0284,26e2e5033827d2ba53929f43e03d8ffe,2611,sao paulo,SP
S1026,55dedd83e501d8248880557d9073cbfd,22061,rio de janeiro,RJ
S1455,5b179e9e8cc7ab6fd113a46ca584da81,5424,sao paulo,SP
S0162,ffdd9f82b9a447f6f8d4b91554cc7dd3,80030,curitiba,PR
S0287,4eeb99008a0f59d2c7759c59f9a346eb,6807,embu das artes,SP
S0168,f3511c85f59f8dec53d140501ee8e7a8,80045,curitiba,PR
S1887,60da8bfa7eebe230b7d66ac4082d79b3,15940,fernando prestes,SP
S1647,2c538755f1ca9540af144f266e70df6c,39801,castro pires,MG
S2822,cb41bfbcbda0aea354a834ab222f9a59,3520,sao paulo,SP
S1410,2379bdc3888025689a9deb7b141507d5,13806,mogi mirim,SP
S1337,5ee7fd217d08dfe5d3e2f51f96a12c9a,13880,vargem grande do sul,SP
S2214,a414555ce331b8c8aea4a9cb8395194d,3638,sao paulo,SP
S1944,92992bec39dde5766f590d3b1f46d465,4310,sao paulo,SP
S1797,834f8533b2ecb6598dd004ff3de7203a,5181,sao paulo,SP
S3089,b5f49fe968dff6b112861e6cd8e192ef,80710,curitiba,PR
S0136,b26741d31a563d769b4af0465ab20c56,88061,florianopolis,SC
S2750,f7315bb81aea4ddca2d39e249a801c98,7082,guarulhos,SP
S2700,8e2b3afb420011ef0c88c9d5f11ea526,13060,campinas,SP
S2937,8fff28c4263ddec387f28d237fb42773,5594,sao paulo,SP
S0114,0ddefe3c7a032b91f4e25b9c3a08fca1,9721,sao bernardo do campo,SP
S1084,730937bf88cb151eb2eb849f642fc213,13500,rio claro,SP
S1807,cc3d14116804f7209f3884f6367f1152,82940,curitiba,PR
S1046,5dc203c7b84a0e71e878a179de05fb9a,17580,pompeia,SP
S1207,440dd6ab244315c632130ecfb63827b1,15502,votuporanga,SP
S2100,66fd84ee7528c0c0de85d0f44a73d5ab,98975,campina das missoes,RS
S2243,fec6912baad85d41729669edd6b4d3b8,14110,ribeirao preto,SP
S0148,666658b8da8370f30e1f89893b1de5e6,3658,sao paulo,SP
S2181,f3c38ab652836d21de61fb8314b69182,1206,sao paulo,SP
S0644,90b57083da5d803237da74daec6dcb2b,80730,curitiba,PR
S0609,45d33f715e24d15a6ccf5c17b3a23e3c,18015,sorocaba,SP
S2151,1bb3812d5f0747a3ab7348f199001a10,4708,sao paulo,SP
S1106,c33a5c3c983090c8b78a28e65052a20d,88802,criciuma,SC
S1350,003554e2dce176b5555353e4f3555ac8,74565,goiania,GO
S2655,16090f2ca825584b5a147ab24aa30c86,12940,atibaia,SP
S2130,5659d77e8d90378e39b960ad5956f64e,12062,taubate,SP
S2377,b561927807645834b59ef0d16ba55a24,2955,sao paulo,SP
S1357,28d162ab86bb49d719c32f0ee6186eaa,14079,ribeirao preto,SP
S2337,e06f09ec0a4aca210779cf1cfc63cf19,4773,sao paulo,SP
S0478,8c9348f33ae3dada25c99c99ade2af78,6340,carapicuiba,SP
S0465,da6a60cc8cc724fe51be021ff8be779c,28941,sao pedro da aldeia,RJ
S0698,461ff5303b6c9c1a4a07f40c5aece516,83323,pinhais,PR
S1436,e82de6494d91d3c4c54450f59b227a94,14940,ibitinga,SP
S3034,213b25e6f54661939f11710a6fddb871,13321,salto,SP
S1854,78c99c6dff4eeae5be99bf635ed21e3f,17510,marilia,SP
S0677,a36ac007a4d18f865c8d32c3b2402c2d,6455,barueri,SP
S2556,a2e85714b56b1cb6bb24a9a6e6cad36f,14530,miguelopolis,SP
S1056,6b333a05bf188ef3e1f1662a86bd9855,72304,brasilia,DF
S2139,56642bcb79900e777d68e91915cb4267,3701,sao paulo,SP
S2218,41b86b552e54e3a7009596125aa8b167,2470,sao paulo,SP
S1627,1d0997ff06b524ce9289ffd75114ecd3,52020,recife,PE
S2668,73b8eb4a9a729d4019b24ed1be748cbf,13070,campinas,SP
S1651,a69aa24cec11168e7e39a3fbc727e925,6330,carapicuiba,SP
S2368,8ea394aed8138685abe1eb9f25e1021d,18053,sorocaba,SP
S0983,8a130737016f838139d31878787a39c9,3187,sao paulo,SP
S0266,f682e0f848abafc6f41e0d4e868c66ef,7600,mairipora,SP
S1348,11742f81550ac064cc9a40f67151d9ad,15810,catanduva,SP
S0367,8a40ae794fa3f9892cee24bd5af0488b,82620,curitiba,PR
S1767,0936e1837d0c79253456bbb2ffaaef10,2050,sao paulo,SP
S0544,850f4f8af5ea87287ac68de36e29107f,4367,sao paulo,SP
S2584,4dc2e811a1760953cb7c6a590b498943,17230,itapui,SP
S1252,343e716476e3748b069f980efbaa294e,13033,campinas,SP
S2563,e9729944ba65dc3ce425e0c5a22ae7b2,25730,petropolis,RJ
S2916,e0eabded302882513ced4ea3eb0c7059,13023,campinas,SP
S2358,643214e62b870443ccbe55ab29a4dccf,2134,sao paulo,SP
S2908,0aa124728afc1131dff5655f4c6f487b,37135,alfenas,MG
S1679,ce27a3cc3c8cc1ea79d11e561e9bebb6,3006,sao paulo,SP
S2142,da4d149c0ddbac90557103ac0a0ec356,9861,sbc,SP
S0627,0241d4d5d36f10f80c644447315af0bd,80330,curitiba,PR
S0178,272f092de69afedd4d2969440b37f18f,3265,sao paulo,SP
S1809,d1aa1ec0839dcab73a6161130eb1f94a,80220,curitiba,PR
S2533,8e8a7ce9f2f970dc00e2acf6f6e199f6,24710,sao goncalo,RJ
S1331,d7827b2af99326a03b0ed9c7a24db0d3,86076,londrina,SP
S0455,3935fe5fe0f82787a9dcb8deb62be09d,4905,sao paulo,SP
S0229,119d1aef1b4144adba89163f6cd9f5d4,13920,pedreira,SP
S0998,9a1aea68d3efa00862ec88c0768037d0,15806,catanduva,SP
S2795,a9b533a26e898b12e8b8d4c07279bf4d,21545,rio de janeiro,RJ
S1884,5b51032eddd242adc84c38acab88f23d,37564,borda da mata,MG
S2790,8cc6a0e5738e61a87b03c78b2ba9db4b,37795,andradas,MG
S1210,c53bcd3be457a342a97e39e5a9f0be22,49980,neopolis,SE
S2682,f4db9b37944bcb8873e6b456ee190bbf,8599,itaquaquecetuba,SP
S0759,729b2d09b2a0bdab221076327f13d050,17320,mineiros do tiete,SP
S2518,18e694e0e48ed6f7aa3f24aade5fd697,13224,varzea paulista,SP
S2999,30a81d8cf85fb2ada1b1b094c9583a95,3563,sao paulo,SP
S2963,6561d6bf844e464b4019442692b40e02,7859,franco da rocha,SP
S2021,e64d65bc8dbec2accda90c58de5d1246,13500,rio claro,SP
S0395,3903c788ded8dc03b5ebab37a2f3e9a1,6332,carapicuiba,SP
S1196,63191ead8d3b2f937cd1996fdcbbad20,13212,jundiai,SP
S2060,67bf6941ba2f1fa1d02c375766bc3e53,82400,curitiba,PR
S1900,897060da8b9a21f655304d50fd935913,14092,ribeirao preto,SP
S0566,76c47a299e4a8fe992316a85865acbe9,14075,ribeirao preto,SP
S0559,d1b9d4be4b6f9ebd85f8acd6745ba612,34006,nova lima,MG
S1043,3ea08c48e851106d2f584349daba335f,36201,barbacena,MG
S0982,389e45560e33d2d0747f949dcddbc08e,12238,sao jose dos campos,SP
S3059,b81e3a6c866a764974fe849821abeebd,9360,maua,SP
S1246,40536e7ca18e1bce252828e5876466cc,7747,caieiras,SP
S2112,b494891378bd8f4560abe576c52deacd,4160,sao paulo,SP
S1745,09f952a5f58d2285b0372551ae8f9b01,9725,sao bernardo do campo,SP
S0151,14d7985702e72162bbf13b6beb74ab2b,9131,santo andre,SP
S1950,2c4c47cb51acd5ea5db5e0ae0e26542a,15290,buritama,SP
S1976,b416191c9813d821a295cfabafff4161,14407,franca,SP
S0058,9616352088dcf83a7c06637f4ebf1c80,87504,umuarama,PR
S0309,557f22c76691849db52d2abccf0015d0,75650,morrinhos,GO
S1168,968ee78631915a63fef426d6733d7422,99700,erechim,RS
S1234,533d46c1b06970e99f09523a61df4972,18200,itapetininga,SP
S0072,1dd33b8119b3cb1056ed5dc88cd0aaf4,4710,sao paulo,SP
S2263,ac137bac82ffa8548e62bd9d01d2a14f,3631,sao paulo,SP
S0447,2dcf93836ae3ce0d7c93e2f10876467a,12240,sao jose dos campos,SP
S1493,51702dc2a3e106c76dbff722b5bf0726,13835,conchal,SP
S1777,97512d3fc193b2d1dfcdba0f9d1f0f8a,8270,sao paulo,SP
S0364,f3975e8a41157005d4bcbb358678cd9b,89870,pinhalzinho,SC
S1989,76d336555bb25f3165d2f0d6da719c40,18015,sorocaba,SP
S1996,f08a5b9dd6767129688d001acafc21e5,90230,porto alegre,RS
S0845,ae45df84722b1d15c5f32b23a095746c,3062,sao paulo,SP
S0573,d197aa8fbc64087f61984deef05f6227,12224,sao jose dos campos,SP
S2576,afa6714acee029b2dfdf357e5579cc03,13690,descalvado,SP
S2380,520b493b57809f446cb0a233bb3e25c7,11075,santos,SP
S2455,9b1ab052f5fca308ba743ac789ebb2e1,85200,pitanga,PR
S2269,bab0a8cd684e41ba6e2637dca0979d3b,22793,rio de janeiro,RJ
S2442,b83cedfb587e7911540e3f576d6917ce,4870,sao paulo,SP
S1658,0ef83d7d83ed97cd2a0049ac8be5f88a,80230,curitiba,PR
S1018,d13e50eaa47b4cbe9eb81465865d8cfc,9210,santo andre,SP
S2127,37303482a42fb700d8d127e70a9cd6c8,13070,campinas,SP
S1429,b2bdc5e7940a7d7ca8c4a37953b27a42,13880,vargem grande do sul,SP
S2349,5c6d4016c2a288f074fa0848a2b653d2,1209,sao paulo,SP
S1737,88cd3681e0a2ba85e190f7d817629c4c,88354,brusque,SC
S2241,da8622b14eb17ae2831f4ac5b9dab84a,13405,piracicaba,SP
S2083,fe26f3ecb51a15e6d8335cd92da42562,4365,sao paulo,SP
S2207,5151aea44289d6c6b090ee31c2132508,17515,marilia,SP
S1761,9c351405b754cc5ce3e2ecf277bb034a,3134,sao paulo,SP
S1751,13511db12ac61e2f89c53b72a944a60b,95020,caxias do sul,RS
S1280,4b90495391ac0bd181a80a459df1e718,96400,bage,RS
S1946,b37c4c02bda3161a7546a4e6d222d5b2,3667,sao paulo,SP
S1201,5f1dc28029d2c244352a68107ec2b542,5126,sao paulo,SP
S2220,710e3548e02bc1d2831dfc4f1b5b14d4,86600,rolandia,PR
S1553,485452467ff670447e84a8370c3fc898,89190,taio,SC
S2618,4d8809767a5bafe22909c77951fb6b41,6803,embu das artes,SP
S2323,3ab971ce71839580d2ae5b4e40fe8044,3210,sao paulo,SP
S2328,9d4db00d65d7760644ac0c14edb5fd86,18025,sorocaba,SP
S2956,1dcfa3835714681d4ba4a93bc1e0fd41,16200,birigui,SP
S2374,6da1992f915d77be95d7fa48b36904af,1026,sao paulo,SP
S2390,d4f117125b59ce73c3302f88ee40c458,4058,sao paulo,SP
S0970,1de62b6f2fd96227629786db492433db,16021,sp,SP
S0890,30a2f535bb48308f991d0b9ad4a8c4bb,13457,santa barbara d'oeste,SP
S0645,a36b125ac6d5fdbc7f50de85c9157bdc,14020,ribeirao preto,SP
S0179,1336efc61c316ddf92c899eb817f7cae,19800,assis,SP
S1309,620c87c171fb2a6dd6e8bb4dec959fc6,25645,petropolis,RJ
S2343,ab91571efab27993ff2f6b36e38055c3,4319,sao paulo,SP
S2177,63a79f5a7eb5cb48a7e5787b141c7993,38701,patos de minas,MG
S2375,070d165398b553f3b4b851c216b8a358,3916,sao paulo,SP
S0714,b64d51f0435e884e8de603b1655155ae,7077,garulhos,SP
S2242,9fc70243fb26800cba56e8f014797004,30270,belo horizonte,MG
S2833,1cbcd2ee0afb3fc09963b87eb65e7e4f,82640,curitiba,PR
S1393,344223b2a90784f64136a8a5da012e7f,89117,gaspar,SC
S2975,4c8b8048e33af2bf94f2eb547746a916,14940,ibitinga,SP
S2407,7a704e63bb29c446869efde5d57524c8,85601,francisco beltrao,PR
S1423,88460e8ebdecbfecb5f9601833981930,87030,maringa,PR
S2941,7d76b645482be4a332374e8223836592,1511,sao paulo,SP
S1098,296729ffb9b684050dd24836dac4494a,80240,curitiba,SP
S2081,5f06030071324cc52bf0304014ac7234,17514,marilia,SP
S1129,c542f5a8c64d973f30e9df8d06f70b4a,2013,sao paulo,SP
S3028,d36b07fd3c5088e477a72d1fccfe29d4,18200,itapetininga,SP
S0047,46ef1a25845fc051c2998d878354810c,35530,claudio,MG
