,customer_unique_id,Number of Reviews,Average Review Ratings,satprediction
38978,C40155,1,5.0, Satisfied
38979,C40156,1,4.0, Satisfied
38980,C40157,1,5.0, Satisfied
38981,C40158,1,5.0, Satisfied
38982,C40159,1,5.0, Satisfied
38983,C40160,1,5.0, Satisfied
38984,C40161,1,1.0,Unsatisfied
38985,C40162,1,5.0, Satisfied
38986,C40163,1,5.0, Satisfied
38987,C40164,1,5.0, Satisfied
38988,C40165,2,5.0, Satisfied
38989,C40166,1,5.0, Satisfied
38990,C40167,1,1.0,Unsatisfied
38991,C40168,1,5.0, Satisfied
38992,C40169,1,5.0, Satisfied
38993,C40170,1,5.0, Satisfied
38994,C40172,1,5.0, Satisfied
38995,C40173,2,5.0, Satisfied
38996,C40174,2,5.0, Satisfied
38997,C40175,1,1.0,Unsatisfied
38998,C40176,1,5.0, Satisfied
38999,C40177,3,4.666666666666667, Satisfied
39000,C40178,1,4.0, Satisfied
39001,C40179,1,5.0, Satisfied
39002,C40180,1,1.0,Unsatisfied
39003,C40181,1,5.0, Satisfied
39004,C40182,1,4.0, Satisfied
39005,C40184,1,5.0, Satisfied
39006,C40185,1,5.0, Satisfied
39007,C40186,1,4.0, Satisfied
39008,C40187,1,1.0,Unsatisfied
39009,C40188,1,3.0,Unsatisfied
39010,C40189,1,5.0, Satisfied
39011,C40190,1,2.0,Unsatisfied
39012,C40191,1,5.0, Satisfied
39013,C40192,1,5.0, Satisfied
39014,C40193,2,1.0,Unsatisfied
39015,C40194,1,5.0, Satisfied
39016,C40195,1,1.0,Unsatisfied
39017,C40196,1,5.0, Satisfied
39018,C40197,2,4.0, Satisfied
39019,C40198,1,1.0,Unsatisfied
39020,C40199,1,5.0, Satisfied
39021,C40200,2,5.0, Satisfied
39022,C40201,2,5.0, Satisfied
39023,C40202,2,3.0,Unsatisfied
39024,C40203,1,5.0, Satisfied
39025,C40204,2,1.0,Unsatisfied
39026,C40205,2,3.0,Unsatisfied
39027,C40206,1,4.0, Satisfied
39028,C40207,1,1.0,Unsatisfied
39029,C40208,1,4.0, Satisfied
39030,C40209,2,3.0,Unsatisfied
39031,C40210,1,5.0, Satisfied
39032,C40211,1,5.0, Satisfied
39033,C40212,1,5.0, Satisfied
39034,C40213,2,5.0, Satisfied
39035,C40214,1,5.0, Satisfied
39036,C40215,1,5.0, Satisfied
39037,C40216,1,4.0, Satisfied
39038,C40217,1,4.0, Satisfied
39039,C40218,1,5.0, Satisfied
39040,C40219,2,5.0, Satisfied
39041,C40220,1,4.0, Satisfied
39042,C40221,1,4.0, Satisfied
39043,C40222,1,1.0,Unsatisfied
39044,C40223,1,4.0, Satisfied
39045,C40224,1,5.0, Satisfied
39046,C40225,1,5.0, Satisfied
39047,C40226,1,5.0, Satisfied
39048,C40227,1,5.0, Satisfied
39049,C40228,1,5.0, Satisfied
39050,C40229,1,3.0,Unsatisfied
39051,C40230,1,5.0, Satisfied
39052,C40231,1,4.0, Satisfied
39053,C40232,1,3.0,Unsatisfied
39054,C40233,1,5.0, Satisfied
39055,C40234,1,4.0, Satisfied
39056,C40235,1,5.0, Satisfied
39057,C40236,1,5.0, Satisfied
39058,C40237,1,3.0,Unsatisfied
39059,C40238,1,5.0, Satisfied
39060,C40239,1,5.0, Satisfied
39061,C40240,1,5.0, Satisfied
39062,C40241,1,5.0, Satisfied
39063,C40242,1,1.0,Unsatisfied
39064,C40243,1,5.0, Satisfied
39065,C40244,1,5.0, Satisfied
39066,C40245,1,5.0, Satisfied
39067,C40246,1,4.0, Satisfied
39068,C40247,2,5.0, Satisfied
39069,C40248,1,1.0,Unsatisfied
39070,C40249,1,5.0, Satisfied
39071,C40250,1,2.0,Unsatisfied
39072,C40251,3,5.0, Satisfied
39073,C40252,1,5.0, Satisfied
39074,C40253,1,5.0, Satisfied
39075,C40254,1,1.0,Unsatisfied
39076,C40255,1,5.0, Satisfied
39077,C40256,1,4.0, Satisfied
39078,C40257,8,5.0, Satisfied
39079,C40258,1,5.0, Satisfied
39080,C40259,6,1.0,Unsatisfied
39081,C40260,1,5.0, Satisfied
39082,C40261,1,4.0, Satisfied
39083,C40262,1,5.0, Satisfied
39084,C40263,1,1.0,Unsatisfied
39085,C40264,1,5.0, Satisfied
39086,C40265,4,5.0, Satisfied
39087,C40266,1,5.0, Satisfied
39088,C40267,1,4.0, Satisfied
39089,C40268,1,5.0, Satisfied
39090,C40269,1,5.0, Satisfied
39091,C40270,1,1.0,Unsatisfied
39092,C40271,3,5.0, Satisfied
39093,C40272,2,5.0, Satisfied
39094,C40273,1,1.0,Unsatisfied
39095,C40274,1,5.0, Satisfied
39096,C40275,1,5.0, Satisfied
39097,C40276,2,5.0, Satisfied
39098,C40277,1,5.0, Satisfied
39099,C40278,1,5.0, Satisfied
39100,C40279,2,3.0,Unsatisfied
39101,C40280,1,5.0, Satisfied
39102,C40281,1,1.0,Unsatisfied
39103,C40282,1,1.0,Unsatisfied
39104,C40283,1,1.0,Unsatisfied
39105,C40284,1,5.0, Satisfied
39106,C40285,1,1.0,Unsatisfied
39107,C40286,1,5.0, Satisfied
39108,C40287,1,4.0, Satisfied
39109,C40288,2,4.0, Satisfied
39110,C40289,2,4.0, Satisfied
39111,C40290,1,5.0, Satisfied
39112,C40291,1,5.0, Satisfied
39113,C40292,1,4.0, Satisfied
39114,C40293,1,5.0, Satisfied
39115,C40294,1,5.0, Satisfied
39116,C40295,1,5.0, Satisfied
39117,C40296,1,5.0, Satisfied
39118,C40297,2,1.0,Unsatisfied
39119,C40298,1,5.0, Satisfied
39120,C40299,1,5.0, Satisfied
39121,C40300,1,4.0, Satisfied
39122,C40301,1,4.0, Satisfied
39123,C40302,1,4.0, Satisfied
39124,C40303,2,1.0,Unsatisfied
39125,C40304,1,5.0, Satisfied
39126,C40305,1,5.0, Satisfied
39127,C40306,1,1.0,Unsatisfied
39128,C40307,1,5.0, Satisfied
39129,C40308,1,1.0,Unsatisfied
39130,C40309,1,5.0, Satisfied
39131,C40310,3,5.0, Satisfied
39132,C40311,1,4.0, Satisfied
39133,C40312,1,4.0, Satisfied
39134,C40313,1,5.0, Satisfied
39135,C40314,1,5.0, Satisfied
39136,C40315,1,1.0,Unsatisfied
39137,C40316,1,4.0, Satisfied
39138,C40317,1,5.0, Satisfied
39139,C40318,1,5.0, Satisfied
39140,C40319,2,4.0, Satisfied
39141,C40320,1,5.0, Satisfied
39142,C40321,1,5.0, Satisfied
39143,C40322,1,5.0, Satisfied
39144,C40323,1,5.0, Satisfied
39145,C40324,2,1.0,Unsatisfied
39146,C40325,1,5.0, Satisfied
39147,C40327,1,5.0, Satisfied
39148,C40328,1,5.0, Satisfied
39149,C40329,1,1.0,Unsatisfied
39150,C40330,1,5.0, Satisfied
39151,C40331,1,5.0, Satisfied
39152,C40332,1,2.0,Unsatisfied
39153,C40333,1,1.0,Unsatisfied
39154,C40334,1,4.0, Satisfied
39155,C40335,1,5.0, Satisfied
39156,C40336,1,5.0, Satisfied
39157,C40338,2,5.0, Satisfied
39158,C40339,2,1.0,Unsatisfied
39159,C40340,1,5.0, Satisfied
39160,C40341,1,5.0, Satisfied
39161,C40342,1,4.0, Satisfied
39162,C40343,2,1.0,Unsatisfied
39163,C40344,1,5.0, Satisfied
39164,C40345,1,5.0, Satisfied
39165,C40346,2,4.0, Satisfied
39166,C40347,1,5.0, Satisfied
39167,C40348,1,5.0, Satisfied
39168,C40349,1,5.0, Satisfied
39169,C40350,1,5.0, Satisfied
39170,C40351,1,5.0, Satisfied
39171,C40352,1,5.0, Satisfied
39172,C40353,1,5.0, Satisfied
39173,C40354,1,5.0, Satisfied
39174,C40355,3,5.0, Satisfied
39175,C40356,1,5.0, Satisfied
39176,C40357,1,5.0, Satisfied
39177,C40358,1,5.0, Satisfied
39178,C40359,1,1.0,Unsatisfied
39179,C40360,2,1.0,Unsatisfied
39180,C40361,1,5.0, Satisfied
39181,C40362,1,4.0, Satisfied
39182,C40363,1,5.0, Satisfied
39183,C40364,1,4.0, Satisfied
39184,C40365,1,1.0,Unsatisfied
39185,C40366,1,4.0, Satisfied
39186,C40367,1,5.0, Satisfied
39187,C40368,3,5.0, Satisfied
39188,C40369,1,5.0, Satisfied
39189,C40371,1,5.0, Satisfied
39190,C40372,2,2.0,Unsatisfied
39191,C40373,1,4.0, Satisfied
39192,C40374,1,5.0, Satisfied
39193,C40376,1,4.0, Satisfied
39194,C40377,1,1.0,Unsatisfied
39195,C40378,1,5.0, Satisfied
39196,C40379,1,5.0, Satisfied
39197,C40381,3,5.0, Satisfied
39198,C40382,1,5.0, Satisfied
39199,C40383,1,4.0, Satisfied
39200,C40384,1,1.0,Unsatisfied
39201,C40385,1,5.0, Satisfied
39202,C40386,2,5.0, Satisfied
39203,C40387,1,4.0, Satisfied
39204,C40388,1,5.0, Satisfied
39205,C40389,1,5.0, Satisfied
39206,C40390,1,5.0, Satisfied
39207,C40391,1,5.0, Satisfied
39208,C40392,2,1.0,Unsatisfied
39209,C40393,1,5.0, Satisfied
39210,C40394,2,5.0, Satisfied
39211,C40395,1,5.0, Satisfied
39212,C40396,1,4.0, Satisfied
39213,C40397,1,4.0, Satisfied
39214,C40398,1,5.0, Satisfied
39215,C40399,1,5.0, Satisfied
39216,C40400,1,5.0, Satisfied
39217,C40401,1,5.0, Satisfied
39218,C40402,9,5.0, Satisfied
39219,C40403,1,1.0,Unsatisfied
39220,C40404,1,5.0, Satisfied
39221,C40405,2,1.0,Unsatisfied
39222,C40406,1,5.0, Satisfied
39223,C40407,2,4.0, Satisfied
39224,C40408,1,5.0, Satisfied
39225,C40409,1,1.0,Unsatisfied
39226,C40410,2,5.0, Satisfied
39227,C40411,1,3.0,Unsatisfied
39228,C40412,1,4.0, Satisfied
39229,C40413,1,5.0, Satisfied
39230,C40414,3,5.0, Satisfied
39231,C40415,1,5.0, Satisfied
39232,C40416,1,4.0, Satisfied
39233,C40417,1,1.0,Unsatisfied
39234,C40418,1,5.0, Satisfied
39235,C40419,1,1.0,Unsatisfied
39236,C40420,1,4.0, Satisfied
39237,C40421,2,1.0,Unsatisfied
39238,C40422,1,3.0,Unsatisfied
39239,C40423,1,5.0, Satisfied
39240,C40424,1,4.0, Satisfied
39241,C40425,1,1.0,Unsatisfied
39242,C40426,2,3.0,Unsatisfied
39243,C40427,1,5.0, Satisfied
39244,C40428,1,5.0, Satisfied
39245,C40429,1,4.0, Satisfied
39246,C40430,1,5.0, Satisfied
39247,C40431,1,3.0,Unsatisfied
39248,C40432,1,5.0, Satisfied
39249,C40433,1,4.0, Satisfied
39250,C40434,1,5.0, Satisfied
39251,C40435,2,5.0, Satisfied
39252,C40436,1,4.0, Satisfied
39253,C40437,1,5.0, Satisfied
39254,C40438,1,5.0, Satisfied
39255,C40439,1,5.0, Satisfied
39256,C40440,1,4.0, Satisfied
39257,C40441,1,5.0, Satisfied
39258,C40442,1,4.0, Satisfied
39259,C40443,1,1.0,Unsatisfied
39260,C40444,1,4.0, Satisfied
39261,C40445,1,5.0, Satisfied
39262,C40446,1,5.0, Satisfied
39263,C40447,1,3.0,Unsatisfied
39264,C40448,1,5.0, Satisfied
39265,C40450,1,5.0, Satisfied
39266,C40451,2,2.0,Unsatisfied
39267,C40452,1,5.0, Satisfied
39268,C40453,1,5.0, Satisfied
39269,C40454,1,5.0, Satisfied
39270,C40455,1,5.0, Satisfied
39271,C40457,1,5.0, Satisfied
39272,C40458,1,5.0, Satisfied
39273,C40459,1,4.0, Satisfied
39274,C40460,1,5.0, Satisfied
39275,C40461,1,5.0, Satisfied
39276,C40462,1,5.0, Satisfied
39277,C40463,1,2.0,Unsatisfied
39278,C40465,1,4.0, Satisfied
39279,C40467,1,3.0,Unsatisfied
39280,C40469,1,5.0, Satisfied
39281,C40470,1,4.0, Satisfied
39282,C40471,3,5.0, Satisfied
39283,C40472,1,5.0, Satisfied
39284,C40473,1,5.0, Satisfied
39285,C40474,1,5.0, Satisfied
39286,C40475,1,4.0, Satisfied
39287,C40476,2,5.0, Satisfied
39288,C40477,1,5.0, Satisfied
39289,C40478,1,1.0,Unsatisfied
39290,C40479,2,1.0,Unsatisfied
39291,C40480,1,5.0, Satisfied
39292,C40481,1,4.0, Satisfied
39293,C40482,1,5.0, Satisfied
39294,C40483,1,1.0,Unsatisfied
39295,C40484,1,5.0, Satisfied
39296,C40485,1,2.0,Unsatisfied
39297,C40486,1,5.0, Satisfied
39298,C40487,1,4.0, Satisfied
39299,C40488,1,5.0, Satisfied
39300,C40489,1,5.0, Satisfied
39301,C40490,1,4.0, Satisfied
39302,C40491,1,5.0, Satisfied
39303,C40492,1,5.0, Satisfied
39304,C40493,1,1.0,Unsatisfied
39305,C40494,1,4.0, Satisfied
39306,C40495,12,1.0,Unsatisfied
39307,C40496,1,5.0, Satisfied
39308,C40497,1,2.0,Unsatisfied
39309,C40498,1,5.0, Satisfied
39310,C40499,1,4.0, Satisfied
39311,C40500,1,5.0, Satisfied
39312,C40501,1,5.0, Satisfied
39313,C40502,1,4.0, Satisfied
39314,C40503,1,3.0,Unsatisfied
39315,C40504,1,5.0, Satisfied
39316,C40505,1,4.0, Satisfied
39317,C40506,1,5.0, Satisfied
39318,C40507,1,4.0, Satisfied
39319,C40508,1,5.0, Satisfied
39320,C40509,1,5.0, Satisfied
39321,C40510,2,3.0,Unsatisfied
39322,C40511,1,5.0, Satisfied
39323,C40512,1,5.0, Satisfied
39324,C40513,1,4.0, Satisfied
39325,C40514,1,1.0,Unsatisfied
39326,C40515,1,5.0, Satisfied
39327,C40516,1,5.0, Satisfied
39328,C40517,1,2.0,Unsatisfied
39329,C40518,1,3.0,Unsatisfied
39330,C40519,1,5.0, Satisfied
39331,C40520,1,4.0, Satisfied
39332,C40521,1,5.0, Satisfied
39333,C40522,1,1.0,Unsatisfied
39334,C40523,1,5.0, Satisfied
39335,C40524,4,4.0, Satisfied
39336,C40525,1,5.0, Satisfied
39337,C40526,1,1.0,Unsatisfied
39338,C40527,1,3.0,Unsatisfied
39339,C40528,1,5.0, Satisfied
39340,C40529,1,5.0, Satisfied
39341,C40530,1,5.0, Satisfied
39342,C40531,2,3.0,Unsatisfied
39343,C40532,1,4.0, Satisfied
39344,C40533,1,5.0, Satisfied
39345,C40534,1,4.0, Satisfied
39346,C40535,1,4.0, Satisfied
39347,C40537,1,5.0, Satisfied
39348,C40538,1,5.0, Satisfied
39349,C40539,1,4.0, Satisfied
39350,C40540,1,2.0,Unsatisfied
39351,C40541,1,5.0, Satisfied
39352,C40542,1,5.0, Satisfied
39353,C40543,1,4.0, Satisfied
39354,C40544,2,5.0, Satisfied
39355,C40545,1,5.0, Satisfied
39356,C40546,1,5.0, Satisfied
39357,C40547,1,1.0,Unsatisfied
39358,C40548,1,4.0, Satisfied
39359,C40549,1,5.0, Satisfied
39360,C40550,1,1.0,Unsatisfied
39361,C40551,1,3.0,Unsatisfied
39362,C40552,1,4.0, Satisfied
39363,C40553,1,1.0,Unsatisfied
39364,C40554,1,4.0, Satisfied
39365,C40555,2,3.0,Unsatisfied
39366,C40556,1,5.0, Satisfied
39367,C40557,1,4.0, Satisfied
39368,C40558,1,4.0, Satisfied
39369,C40559,1,4.0, Satisfied
39370,C40560,1,5.0, Satisfied
39371,C40561,1,1.0,Unsatisfied
39372,C40562,1,2.0,Unsatisfied
39373,C40563,1,5.0, Satisfied
39374,C40564,1,4.0, Satisfied
39375,C40565,1,5.0, Satisfied
39376,C40566,2,5.0, Satisfied
39377,C40567,1,5.0, Satisfied
39378,C40568,1,4.0, Satisfied
39379,C40569,2,5.0, Satisfied
39380,C40570,1,2.0,Unsatisfied
39381,C40571,1,5.0, Satisfied
39382,C40572,1,5.0, Satisfied
39383,C40573,1,5.0, Satisfied
39384,C40574,1,1.0,Unsatisfied
39385,C40575,2,1.0,Unsatisfied
39386,C40576,1,3.0,Unsatisfied
39387,C40577,1,5.0, Satisfied
39388,C40578,1,5.0, Satisfied
39389,C40579,1,5.0, Satisfied
39390,C40580,1,3.0,Unsatisfied
39391,C40581,1,5.0, Satisfied
39392,C40582,1,3.0,Unsatisfied
39393,C40583,1,3.0,Unsatisfied
39394,C40584,1,4.0, Satisfied
39395,C40585,1,5.0, Satisfied
39396,C40586,1,5.0, Satisfied
39397,C40587,2,1.0,Unsatisfied
39398,C40588,1,5.0, Satisfied
39399,C40589,1,1.0,Unsatisfied
39400,C40590,1,3.0,Unsatisfied
39401,C40591,1,5.0, Satisfied
39402,C40592,1,5.0, Satisfied
39403,C40593,1,5.0, Satisfied
39404,C40594,1,4.0, Satisfied
39405,C40595,1,2.0,Unsatisfied
39406,C40596,1,5.0, Satisfied
39407,C40597,1,5.0, Satisfied
39408,C40598,1,5.0, Satisfied
39409,C40599,1,4.0, Satisfied
39410,C40600,1,4.0, Satisfied
39411,C40601,1,3.0,Unsatisfied
39412,C40602,3,5.0, Satisfied
39413,C40603,1,4.0, Satisfied
39414,C40604,1,5.0, Satisfied
39415,C40605,4,5.0, Satisfied
39416,C40606,1,1.0,Unsatisfied
39417,C40607,2,4.5, Satisfied
39418,C40608,1,4.0, Satisfied
39419,C40609,1,2.0,Unsatisfied
39420,C40610,1,5.0, Satisfied
39421,C40611,1,4.0, Satisfied
39422,C40612,1,5.0, Satisfied
39423,C40613,1,1.0,Unsatisfied
39424,C40614,1,5.0, Satisfied
39425,C40615,1,5.0, Satisfied
39426,C40616,1,4.0, Satisfied
39427,C40617,1,5.0, Satisfied
39428,C40618,1,5.0, Satisfied
39429,C40619,15,1.8666666666666667,Unsatisfied
39430,C40620,1,5.0, Satisfied
39431,C40621,2,3.0,Unsatisfied
39432,C40622,1,5.0, Satisfied
39433,C40623,1,5.0, Satisfied
39434,C40624,1,5.0, Satisfied
39435,C40625,1,1.0,Unsatisfied
39436,C40626,1,3.0,Unsatisfied
39437,C40627,1,5.0, Satisfied
39438,C40628,1,1.0,Unsatisfied
39439,C40629,1,1.0,Unsatisfied
39440,C40630,1,2.0,Unsatisfied
39441,C40631,1,5.0, Satisfied
39442,C40632,1,1.0,Unsatisfied
39443,C40633,1,5.0, Satisfied
39444,C40634,2,1.0,Unsatisfied
39445,C40635,1,5.0, Satisfied
39446,C40636,1,5.0, Satisfied
39447,C40637,2,3.0,Unsatisfied
39448,C40638,1,5.0, Satisfied
39449,C40639,1,5.0, Satisfied
39450,C40640,1,4.0, Satisfied
39451,C40641,1,5.0, Satisfied
39452,C40642,1,5.0, Satisfied
39453,C40643,1,5.0, Satisfied
39454,C40644,1,5.0, Satisfied
39455,C40645,1,5.0, Satisfied
39456,C40646,1,5.0, Satisfied
39457,C40647,1,5.0, Satisfied
39458,C40648,1,4.0, Satisfied
39459,C40649,1,3.0,Unsatisfied
39460,C40650,1,5.0, Satisfied
39461,C40651,1,5.0, Satisfied
39462,C40652,1,5.0, Satisfied
39463,C40653,1,5.0, Satisfied
39464,C40654,1,2.0,Unsatisfied
39465,C40655,2,5.0, Satisfied
39466,C40656,2,5.0, Satisfied
39467,C40657,1,5.0, Satisfied
39468,C40658,1,5.0, Satisfied
39469,C40659,1,5.0, Satisfied
39470,C40660,1,5.0, Satisfied
39471,C40661,1,4.0, Satisfied
39472,C40662,1,3.0,Unsatisfied
39473,C40663,1,4.0, Satisfied
39474,C40664,1,5.0, Satisfied
39475,C40665,1,3.0,Unsatisfied
39476,C40666,1,5.0, Satisfied
39477,C40667,1,5.0, Satisfied
39478,C40668,2,4.0, Satisfied
39479,C40669,2,3.5, Satisfied
39480,C40670,3,3.0,Unsatisfied
39481,C40671,1,4.0, Satisfied
39482,C40672,1,5.0, Satisfied
39483,C40673,1,5.0, Satisfied
39484,C40674,1,5.0, Satisfied
39485,C40675,1,1.0,Unsatisfied
39486,C40676,1,4.0, Satisfied
39487,C40677,1,5.0, Satisfied
39488,C40678,3,3.6666666666666665, Satisfied
39489,C40679,2,5.0, Satisfied
39490,C40680,1,1.0,Unsatisfied
39491,C40681,1,1.0,Unsatisfied
39492,C40682,2,5.0, Satisfied
39493,C40683,1,5.0, Satisfied
39494,C40684,5,3.4, Satisfied
39495,C40685,2,4.0, Satisfied
39496,C40686,4,5.0, Satisfied
39497,C40687,1,3.0,Unsatisfied
39498,C40688,1,2.0,Unsatisfied
39499,C40689,3,5.0, Satisfied
39500,C40691,5,4.0, Satisfied
39501,C40692,1,2.0,Unsatisfied
39502,C40693,1,5.0, Satisfied
39503,C40694,1,4.0, Satisfied
39504,C40695,1,5.0, Satisfied
39505,C40696,1,1.0,Unsatisfied
39506,C40697,1,1.0,Unsatisfied
39507,C40698,1,5.0, Satisfied
39508,C40699,1,3.0,Unsatisfied
39509,C40700,1,5.0, Satisfied
39510,C40701,2,4.0, Satisfied
39511,C40702,2,5.0, Satisfied
39512,C40704,2,3.0,Unsatisfied
39513,C40705,1,5.0, Satisfied
39514,C40706,2,5.0, Satisfied
39515,C40707,1,1.0,Unsatisfied
39516,C40708,1,5.0, Satisfied
39517,C40709,1,3.0,Unsatisfied
39518,C40710,2,5.0, Satisfied
39519,C40711,1,5.0, Satisfied
39520,C40712,1,5.0, Satisfied
39521,C40713,1,4.0, Satisfied
39522,C40714,1,1.0,Unsatisfied
39523,C40715,1,4.0, Satisfied
39524,C40716,12,4.0, Satisfied
39525,C40717,1,4.0, Satisfied
39526,C40718,1,5.0, Satisfied
39527,C40719,1,1.0,Unsatisfied
39528,C40720,1,5.0, Satisfied
39529,C40721,1,3.0,Unsatisfied
39530,C40722,1,5.0, Satisfied
39531,C40723,2,5.0, Satisfied
39532,C40724,1,3.0,Unsatisfied
39533,C40725,1,5.0, Satisfied
39534,C40726,2,4.0, Satisfied
39535,C40727,1,5.0, Satisfied
39536,C40728,2,3.0,Unsatisfied
39537,C40729,1,4.0, Satisfied
39538,C40730,1,5.0, Satisfied
39539,C40731,1,3.0,Unsatisfied
39540,C40732,1,4.0, Satisfied
39541,C40733,1,5.0, Satisfied
39542,C40734,1,2.0,Unsatisfied
39543,C40735,1,5.0, Satisfied
39544,C40736,1,1.0,Unsatisfied
39545,C40737,1,4.0, Satisfied
39546,C40738,1,5.0, Satisfied
39547,C40739,2,1.0,Unsatisfied
39548,C40740,1,4.0, Satisfied
39549,C40741,1,5.0, Satisfied
39550,C40742,1,5.0, Satisfied
39551,C40743,1,5.0, Satisfied
39552,C40744,1,5.0, Satisfied
39553,C40745,1,5.0, Satisfied
39554,C40746,1,5.0, Satisfied
39555,C40747,1,5.0, Satisfied
39556,C40748,1,1.0,Unsatisfied
39557,C40749,1,5.0, Satisfied
39558,C40750,1,5.0, Satisfied
39559,C40751,1,5.0, Satisfied
39560,C40752,2,4.0, Satisfied
39561,C40753,1,5.0, Satisfied
39562,C40754,1,4.0, Satisfied
39563,C40755,1,5.0, Satisfied
39564,C40756,1,5.0, Satisfied
39565,C40757,1,5.0, Satisfied
39566,C40759,1,5.0, Satisfied
39567,C40760,1,2.0,Unsatisfied
39568,C40761,2,5.0, Satisfied
39569,C40762,1,5.0, Satisfied
39570,C40763,1,4.0, Satisfied
39571,C40764,1,5.0, Satisfied
39572,C40765,2,5.0, Satisfied
39573,C40766,1,4.0, Satisfied
39574,C40767,1,4.0, Satisfied
39575,C40768,1,1.0,Unsatisfied
39576,C40769,1,5.0, Satisfied
39577,C40770,1,5.0, Satisfied
39578,C40771,1,5.0, Satisfied
39579,C40772,1,5.0, Satisfied
39580,C40773,6,5.0, Satisfied
39581,C40774,1,5.0, Satisfied
39582,C40775,1,3.0,Unsatisfied
39583,C40776,1,5.0, Satisfied
39584,C40777,4,4.25, Satisfied
39585,C40779,1,4.0, Satisfied
39586,C40781,1,5.0, Satisfied
39587,C40782,1,4.0, Satisfied
39588,C40783,1,4.0, Satisfied
39589,C40784,1,5.0, Satisfied
39590,C40785,1,5.0, Satisfied
39591,C40786,1,5.0, Satisfied
39592,C40787,1,1.0,Unsatisfied
39593,C40788,1,5.0, Satisfied
39594,C40789,1,5.0, Satisfied
39595,C40790,1,3.0,Unsatisfied
39596,C40791,1,3.0,Unsatisfied
39597,C40792,1,5.0, Satisfied
39598,C40793,1,4.0, Satisfied
39599,C40795,14,3.0,Unsatisfied
39600,C40796,1,5.0, Satisfied
39601,C40797,2,5.0, Satisfied
39602,C40798,1,5.0, Satisfied
39603,C40799,1,5.0, Satisfied
39604,C40800,1,4.0, Satisfied
39605,C40801,1,1.0,Unsatisfied
39606,C40802,1,5.0, Satisfied
39607,C40803,1,5.0, Satisfied
39608,C40804,1,1.0,Unsatisfied
39609,C40805,1,5.0, Satisfied
39610,C40806,1,5.0, Satisfied
39611,C40807,1,5.0, Satisfied
39612,C40809,1,4.0, Satisfied
39613,C40810,2,1.0,Unsatisfied
39614,C40811,1,1.0,Unsatisfied
39615,C40812,1,5.0, Satisfied
39616,C40813,1,1.0,Unsatisfied
39617,C40814,1,3.0,Unsatisfied
39618,C40815,1,1.0,Unsatisfied
39619,C40816,1,4.0, Satisfied
39620,C40817,1,4.0, Satisfied
39621,C40818,2,5.0, Satisfied
39622,C40819,2,1.0,Unsatisfied
39623,C40820,1,5.0, Satisfied
39624,C40821,1,4.0, Satisfied
39625,C40822,1,5.0, Satisfied
39626,C40823,1,4.0, Satisfied
39627,C40824,1,5.0, Satisfied
39628,C40825,1,3.0,Unsatisfied
39629,C40826,1,5.0, Satisfied
39630,C40827,1,5.0, Satisfied
39631,C40828,1,5.0, Satisfied
39632,C40829,1,5.0, Satisfied
39633,C40830,2,5.0, Satisfied
39634,C40831,1,5.0, Satisfied
39635,C40832,1,3.0,Unsatisfied
39636,C40833,1,3.0,Unsatisfied
39637,C40834,1,2.0,Unsatisfied
39638,C40835,1,5.0, Satisfied
39639,C40836,1,5.0, Satisfied
39640,C40837,1,4.0, Satisfied
39641,C40838,2,4.0, Satisfied
39642,C40839,1,4.0, Satisfied
39643,C40840,1,3.0,Unsatisfied
39644,C40841,1,2.0,Unsatisfied
39645,C40842,1,3.0,Unsatisfied
39646,C40843,1,5.0, Satisfied
39647,C40844,1,5.0, Satisfied
39648,C40845,1,5.0, Satisfied
39649,C40846,1,5.0, Satisfied
39650,C40847,1,3.0,Unsatisfied
39651,C40848,2,5.0, Satisfied
39652,C40849,1,5.0, Satisfied
39653,C40851,1,5.0, Satisfied
39654,C40852,1,4.0, Satisfied
39655,C40853,1,5.0, Satisfied
39656,C40854,1,5.0, Satisfied
39657,C40855,1,5.0, Satisfied
39658,C40856,1,3.0,Unsatisfied
39659,C40857,1,5.0, Satisfied
39660,C40858,2,5.0, Satisfied
39661,C40859,1,5.0, Satisfied
39662,C40860,1,4.0, Satisfied
39663,C40861,1,5.0, Satisfied
39664,C40862,1,2.0,Unsatisfied
39665,C40863,1,5.0, Satisfied
39666,C40864,1,4.0, Satisfied
39667,C40865,1,5.0, Satisfied
39668,C40866,1,1.0,Unsatisfied
39669,C40867,2,3.0,Unsatisfied
39670,C40868,1,5.0, Satisfied
39671,C40869,1,5.0, Satisfied
39672,C40870,1,5.0, Satisfied
39673,C40871,1,4.0, Satisfied
39674,C40872,1,4.0, Satisfied
39675,C40873,1,4.0, Satisfied
39676,C40874,1,5.0, Satisfied
39677,C40875,1,3.0,Unsatisfied
39678,C40876,2,1.0,Unsatisfied
39679,C40877,1,4.0, Satisfied
39680,C40878,1,5.0, Satisfied
39681,C40879,1,5.0, Satisfied
39682,C40880,1,2.0,Unsatisfied
39683,C40881,1,5.0, Satisfied
39684,C40882,1,5.0, Satisfied
39685,C40883,1,5.0, Satisfied
39686,C40884,4,3.0,Unsatisfied
39687,C40885,1,5.0, Satisfied
39688,C40886,1,5.0, Satisfied
39689,C40887,1,5.0, Satisfied
39690,C40888,2,4.0, Satisfied
39691,C40889,1,4.0, Satisfied
39692,C40890,1,5.0, Satisfied
39693,C40891,1,5.0, Satisfied
